name,lat,lng,location_type,accessibility_metric,accessibility_category,accessibility_code,region
Block 609 (CLEMENTI),1.30409242562108,103.765522148085,HDB,94.3884,High Accessibility,1,CLEMENTI
Block 609 (TAMPINES),1.36407826993475,103.936165665317,HDB,74.694,Moderate Accessibility,2,TAMPINES
Block 609A (PASIR RIS),1.37546599536565,103.942445539752,HDB,79.4738,Moderate Accessibility,2,PASIR RIS
Block 609A (TAMPINES),1.36361412499017,103.935357759734,HDB,74.3285,Moderate Accessibility,2,TAMPINES
Block 609B (TAMPINES),1.36361417117643,103.935679916041,HDB,74.873,Moderate Accessibility,2,TAMPINES
Block 609C (TAMPINES),1.3636897807061,103.936514982808,HDB,75.9636,Moderate Accessibility,2,TAMPINES
Block 609D (TAMPINES),1.36387005013131,103.93738830427,HDB,76.5669,Moderate Accessibility,2,TAMPINES
Block 61 (BEDOK),1.32510871928237,103.920738188884,HDB,122.3927,High Accessibility,1,BEDOK
Block 61 (NOVENA),1.32797110234326,103.857572661207,HDB,83.2912,Moderate Accessibility,2,NOVENA
Block 61 (MARINE PARADE),1.30308756539078,103.908751961706,HDB,189.5159,High Accessibility,1,MARINE PARADE
Block 61 (JURONG EAST),1.32233280120193,103.738425250007,HDB,63.3832,Poor Accessibility,3,JURONG EAST
Block 610 (CLEMENTI),1.30454704525517,103.768773617907,HDB,91.9736,High Accessibility,1,CLEMENTI
Block 610 (PASIR RIS),1.3753110119026,103.942047305582,HDB,78.9028,Moderate Accessibility,2,PASIR RIS
Block 610 (HOUGANG),1.37031263468239,103.88512562936,HDB,100.1611,High Accessibility,1,HOUGANG
Block 610 (TAMPINES),1.36463646143194,103.937173937407,HDB,74.6334,Moderate Accessibility,2,TAMPINES
Block 610A (TAMPINES),1.36449829827687,103.936915541696,HDB,74.6952,Moderate Accessibility,2,TAMPINES
Block 610B (TAMPINES),1.3644178163568,103.936006719423,HDB,73.8034,Moderate Accessibility,2,TAMPINES
Block 610C (TAMPINES),1.36441776002022,103.935558340158,HDB,73.1748,Poor Accessibility,3,TAMPINES
Block 611 (ANG MO KIO),1.37829205175133,103.83725190016,HDB,82.7132,Moderate Accessibility,2,ANG MO KIO
Block 611 (CLEMENTI),1.30369740104798,103.769476904205,HDB,87.4865,Moderate Accessibility,2,CLEMENTI
Block 611 (HOUGANG),1.36997181721607,103.884745365702,HDB,99.5073,High Accessibility,1,HOUGANG
Block 611 (TAMPINES),1.36452737531098,103.935045670144,HDB,72.1875,Poor Accessibility,3,TAMPINES
Block 612 (CLEMENTI),1.303442198537,103.768633365525,HDB,88.2535,Moderate Accessibility,2,CLEMENTI
Block 612 (PASIR RIS),1.37462722525788,103.942023507749,HDB,80.5693,Moderate Accessibility,2,PASIR RIS
Block 612 (HOUGANG),1.36937464075336,103.885328069276,HDB,104.7488,High Accessibility,1,HOUGANG
Block 612A (TAMPINES),1.36528634266006,103.935196033623,HDB,71.0723,Poor Accessibility,3,TAMPINES
Block 612B (TAMPINES),1.36536043524759,103.935789815182,HDB,71.696,Poor Accessibility,3,TAMPINES
Block 613 (CLEMENTI),1.30373748080136,103.767838195196,HDB,90.7126,Moderate Accessibility,2,CLEMENTI
Block 613 (PASIR RIS),1.37499586404528,103.941510592544,HDB,78.4491,Moderate Accessibility,2,PASIR RIS
Block 613 (HOUGANG),1.36948816422428,103.884788737402,HDB,101.5107,High Accessibility,1,HOUGANG
Block 613 (TAMPINES),1.36547139149667,103.93625034316,HDB,71.983,Poor Accessibility,3,TAMPINES
Block 613 (WOODLANDS),1.4344285097579,103.796826266544,HDB,121.6203,High Accessibility,1,WOODLANDS
Block 613A (PASIR RIS),1.37540610469075,103.941674365654,HDB,77.7756,Moderate Accessibility,2,PASIR RIS
Block 613A (TAMPINES),1.3657934916842,103.935322892026,HDB,70.3241,Poor Accessibility,3,TAMPINES
Block 613B (TAMPINES),1.366081228979,103.936008325034,HDB,70.5302,Poor Accessibility,3,TAMPINES
Block 614 (PASIR RIS),1.37566317653798,103.941627262274,HDB,76.9729,Moderate Accessibility,2,PASIR RIS
Block 614 (HOUGANG),1.36914010573801,103.8846969292,HDB,102.2892,High Accessibility,1,HOUGANG
Block 614 (TAMPINES),1.36538278363847,103.936722564783,HDB,72.6141,Poor Accessibility,3,TAMPINES
Block 614 (WOODLANDS),1.43445536966004,103.79641239237,HDB,122.8679,High Accessibility,1,WOODLANDS
Block 614A (PASIR RIS),1.37580455504729,103.942239754914,HDB,78.0075,Moderate Accessibility,2,PASIR RIS
Block 614A (TAMPINES),1.36489478768898,103.936692419369,HDB,73.6203,Moderate Accessibility,2,TAMPINES
Block 614A (WOODLANDS),1.43486129789772,103.795926678212,HDB,125.7997,High Accessibility,1,WOODLANDS
Block 614B (TAMPINES),1.36483672442073,103.935795400387,HDB,72.7094,Poor Accessibility,3,TAMPINES
Block 615 (ANG MO KIO),1.37746341295119,103.839130090374,HDB,97.26,High Accessibility,1,ANG MO KIO
Block 615 (PASIR RIS),1.37638224389324,103.941749209189,HDB,75.2032,Moderate Accessibility,2,PASIR RIS
Block 615 (HOUGANG),1.36861360410086,103.88493791631,HDB,105.4476,High Accessibility,1,HOUGANG
Block 615 (WOODLANDS),1.43408170813881,103.796662417315,HDB,119.896,High Accessibility,1,WOODLANDS
Block 616 (ANG MO KIO),1.37746746996281,103.838776659182,HDB,95.3113,High Accessibility,1,ANG MO KIO
Block 616 (HOUGANG),1.36888651247082,103.883561152084,HDB,97.187,High Accessibility,1,HOUGANG
Block 616 (WOODLANDS),1.4343227615451,103.795844279939,HDB,122.5758,High Accessibility,1,WOODLANDS
Block 617 (ANG MO KIO),1.37751709133929,103.838051857076,HDB,91.0009,Moderate Accessibility,2,ANG MO KIO
Block 617 (HOUGANG),1.3692978923853,103.883826832419,HDB,97.1858,High Accessibility,1,HOUGANG
Block 618 (ANG MO KIO),1.37795244011691,103.83844686462,HDB,90.5035,Moderate Accessibility,2,ANG MO KIO
Block 618 (HOUGANG),1.36954817029527,103.884137210291,HDB,97.9188,High Accessibility,1,HOUGANG
Block 618 (TAMPINES),1.36180279850885,103.94006795101,HDB,90.7865,Moderate Accessibility,2,TAMPINES
Block 618A (TAMPINES),1.36233452000448,103.938797272274,HDB,84.0032,Moderate Accessibility,2,TAMPINES
Block 618B (TAMPINES),1.36232327931501,103.939141771406,HDB,84.9957,Moderate Accessibility,2,TAMPINES
Block 619 (HOUGANG),1.36984770803551,103.883701202398,HDB,94.6583,High Accessibility,1,HOUGANG
Block 619 (WOODLANDS),1.43343677091965,103.79805544789,HDB,109.8069,High Accessibility,1,WOODLANDS
Block 619A (TAMPINES),1.36188585365471,103.938687143654,HDB,86.4375,Moderate Accessibility,2,TAMPINES
Block 619B (TAMPINES),1.36188469560747,103.939404017177,HDB,88.5343,Moderate Accessibility,2,TAMPINES
Block 62 (BEDOK),1.32541587745253,103.921251264514,HDB,128.5083,High Accessibility,1,BEDOK
Block 62 (NOVENA),1.32811740290432,103.857554640243,HDB,83.4421,Moderate Accessibility,2,NOVENA
Block 62 (MARINE PARADE),1.30267023304987,103.909040353592,HDB,180.0083,High Accessibility,1,MARINE PARADE
Block 62 (BEDOK),1.32332667400534,103.940030188552,HDB,105.5071,High Accessibility,1,BEDOK
Block 62 (JURONG EAST),1.32149903397958,103.738982186646,HDB,61.5361,Poor Accessibility,3,JURONG EAST
Block 62A (JURONG EAST),1.32155520647059,103.739314899939,HDB,62.0699,Poor Accessibility,3,JURONG EAST
Block 620 (HOUGANG),1.3701440065551,103.883968140531,HDB,94.9578,High Accessibility,1,HOUGANG
Block 620 (WOODLANDS),1.43341899606696,103.798930015318,HDB,104.7611,High Accessibility,1,WOODLANDS
Block 620A (TAMPINES),1.36140989325615,103.938855008855,HDB,90.1486,Moderate Accessibility,2,TAMPINES
Block 620B (TAMPINES),1.36141279465214,103.939404356376,HDB,91.8892,High Accessibility,1,TAMPINES
Block 621 (HOUGANG),1.36991763773226,103.883193094527,HDB,91.8979,High Accessibility,1,HOUGANG
Block 621A (TAMPINES),1.3609453346909,103.938691824361,HDB,92.9122,High Accessibility,1,TAMPINES
Block 622 (HOUGANG),1.37005983098992,103.882823163252,HDB,89.6368,Moderate Accessibility,2,HOUGANG
Block 623 (PASIR RIS),1.37786519650248,103.942314065388,HDB,71.6464,Poor Accessibility,3,PASIR RIS
Block 623 (HOUGANG),1.37051387277512,103.882323502346,HDB,85.8729,Moderate Accessibility,2,HOUGANG
Block 624 (HOUGANG),1.37017547068583,103.882230180268,HDB,86.4715,Moderate Accessibility,2,HOUGANG
Block 624A (PASIR RIS),1.37799125064287,103.941834418841,HDB,70.3962,Poor Accessibility,3,PASIR RIS
Block 624A (TAMPINES),1.36191116453589,103.940765212113,HDB,91.3968,High Accessibility,1,TAMPINES
Block 625 (PASIR RIS),1.37860239032585,103.941978177673,HDB,68.6738,Poor Accessibility,3,PASIR RIS
Block 625 (HOUGANG),1.37009813015482,103.881671281308,HDB,84.1223,Moderate Accessibility,2,HOUGANG
Block 625A (TAMPINES),1.36216195232368,103.940056413466,HDB,88.2297,Moderate Accessibility,2,TAMPINES
Block 625B (TAMPINES),1.36248280964256,103.940680964014,HDB,87.2385,Moderate Accessibility,2,TAMPINES
Block 625B (WOODLANDS),1.43341655022559,103.800012747868,HDB,98.1309,High Accessibility,1,WOODLANDS
Block 626 (HOUGANG),1.36981324055211,103.882210989427,HDB,87.4676,Moderate Accessibility,2,HOUGANG
Block 626 (PASIR RIS),1.37979337993307,103.940918757328,HDB,63.417,Poor Accessibility,3,PASIR RIS
Block 626A (TAMPINES),1.36269737798724,103.940131457766,HDB,84.8944,Moderate Accessibility,2,TAMPINES
Block 627 (HOUGANG),1.36921863405824,103.881883113541,HDB,87.6147,Moderate Accessibility,2,HOUGANG
Block 627 (PASIR RIS),1.37962686332574,103.940582032379,HDB,63.4105,Poor Accessibility,3,PASIR RIS
Block 627A (TAMPINES),1.36324156125322,103.940161575823,HDB,81.7111,Moderate Accessibility,2,TAMPINES
Block 627B (TAMPINES),1.36360932691527,103.939942353867,HDB,79.321,Moderate Accessibility,2,TAMPINES
Block 628 (HOUGANG),1.36956178513922,103.880507506392,HDB,80.2794,Moderate Accessibility,2,HOUGANG
Block 628 (PASIR RIS),1.37901367188497,103.940999736355,HDB,65.8476,Poor Accessibility,3,PASIR RIS
Block 628A (PASIR RIS),1.37874085597264,103.941168906594,HDB,66.9401,Poor Accessibility,3,PASIR RIS
Block 629 (HOUGANG),1.36995412441592,103.881217930961,HDB,82.464,Moderate Accessibility,2,HOUGANG
Block 629 (PASIR RIS),1.37900666267017,103.940572426576,HDB,65.1881,Poor Accessibility,3,PASIR RIS
Block 63 (BEDOK),1.32606796383517,103.921449885887,HDB,131.8777,High Accessibility,1,BEDOK
Block 63 (NOVENA),1.32856226092058,103.857482246316,HDB,83.9775,Moderate Accessibility,2,NOVENA
Block 63 (MARINE PARADE),1.3023807015581,103.909238899358,HDB,173.3565,High Accessibility,1,MARINE PARADE
Block 63 (BEDOK),1.32378410132248,103.939938951727,HDB,108.4614,High Accessibility,1,BEDOK
Block 63 (JURONG EAST),1.32102712835424,103.73951436112,HDB,60.6828,Poor Accessibility,3,JURONG EAST
Block 63 (JURONG WEST),1.33205938554958,103.722452881172,HDB,75.2648,Moderate Accessibility,2,JURONG WEST
Block 63A (JURONG EAST),1.32117309678601,103.73893235112,HDB,60.5297,Poor Accessibility,3,JURONG EAST
Block 630 (HOUGANG),1.37028550123907,103.881064208977,HDB,80.9017,Moderate Accessibility,2,HOUGANG
Block 630 (PASIR RIS),1.3783821527515,103.941096778597,HDB,67.9062,Poor Accessibility,3,PASIR RIS
Block 631 (HOUGANG),1.37066202441709,103.881676255416,HDB,82.5393,Moderate Accessibility,2,HOUGANG
Block 631 (PASIR RIS),1.37884921207101,103.940179965915,HDB,65.0218,Poor Accessibility,3,PASIR RIS
Block 631A (PASIR RIS),1.37936772163732,103.940209624494,HDB,63.5818,Poor Accessibility,3,PASIR RIS
Block 632 (HOUGANG),1.37056742335694,103.880591938862,HDB,78.1623,Moderate Accessibility,2,HOUGANG
Block 632 (PASIR RIS),1.37863961678247,103.939853922321,HDB,65.1166,Poor Accessibility,3,PASIR RIS
Block 633 (HOUGANG),1.36982607247094,103.879317363374,HDB,75.8121,Moderate Accessibility,2,HOUGANG
Block 633 (PASIR RIS),1.37800945142578,103.940686625895,HDB,68.2959,Poor Accessibility,3,PASIR RIS
Block 633A (PASIR RIS),1.37802579348681,103.941078977019,HDB,68.9488,Poor Accessibility,3,PASIR RIS
Block 634 (HOUGANG),1.37007302987192,103.878439386184,HDB,74.3225,Moderate Accessibility,2,HOUGANG
Block 634 (PASIR RIS),1.37757160245472,103.940659584857,HDB,69.5497,Poor Accessibility,3,PASIR RIS
Block 635 (HOUGANG),1.37021230394545,103.879116218813,HDB,74.6502,Moderate Accessibility,2,HOUGANG
Block 635 (PASIR RIS),1.37740414141217,103.940322697017,HDB,69.4377,Poor Accessibility,3,PASIR RIS
Block 635A (PASIR RIS),1.37714424412615,103.939950763276,HDB,69.4865,Poor Accessibility,3,PASIR RIS
Block 636 (HOUGANG),1.37061271157512,103.879209065676,HDB,74.1763,Moderate Accessibility,2,HOUGANG
Block 636 (PASIR RIS),1.37679048572738,103.94074158245,HDB,71.9738,Poor Accessibility,3,PASIR RIS
Block 636A (PASIR RIS),1.37651736271217,103.940910722108,HDB,73.0823,Poor Accessibility,3,PASIR RIS
Block 637 (HOUGANG),1.37096794957291,103.879282091229,HDB,73.7073,Moderate Accessibility,2,HOUGANG
Block 637 (PASIR RIS),1.37678317368692,103.940314265436,HDB,71.172,Poor Accessibility,3,PASIR RIS
Block 638 (HOUGANG),1.37085850906468,103.878681068779,HDB,72.7968,Poor Accessibility,3,HOUGANG
Block 638 (PASIR RIS),1.37615850070305,103.94083860049,HDB,73.9375,Moderate Accessibility,2,PASIR RIS
Block 638A (PASIR RIS),1.37580097469767,103.940822575238,HDB,74.8618,Moderate Accessibility,2,PASIR RIS
Block 639 (HOUGANG),1.37051742775071,103.879783573789,HDB,75.692,Moderate Accessibility,2,HOUGANG
Block 639 (PASIR RIS),1.37666003009776,103.939880592557,HDB,70.6644,Poor Accessibility,3,PASIR RIS
Block 64 (NOVENA),1.32853234946813,103.857852465902,HDB,83.6072,Moderate Accessibility,2,NOVENA
Block 64 (MARINE PARADE),1.3021128018146,103.909481434662,HDB,165.9287,High Accessibility,1,MARINE PARADE
Block 64 (JURONG EAST),1.32137890995417,103.739779356356,HDB,61.9909,Poor Accessibility,3,JURONG EAST
Block 64 (JURONG WEST),1.33237347616499,103.722451248339,HDB,76.3709,Moderate Accessibility,2,JURONG WEST
Block 640 (HOUGANG),1.37132149112554,103.879755705161,HDB,74.074,Moderate Accessibility,2,HOUGANG
Block 640 (PASIR RIS),1.37578465528493,103.94043022067,HDB,74.067,Moderate Accessibility,2,PASIR RIS
Block 641 (HOUGANG),1.37127600641449,103.880058705708,HDB,74.8108,Moderate Accessibility,2,HOUGANG
Block 641 (PASIR RIS),1.37641706690396,103.939594208675,HDB,70.7326,Poor Accessibility,3,PASIR RIS
Block 642 (HOUGANG),1.37170343504638,103.879938978668,HDB,73.6937,Moderate Accessibility,2,HOUGANG
Block 642 (PASIR RIS),1.37755615779337,103.938410399087,HDB,65.57,Poor Accessibility,3,PASIR RIS
Block 643 (HOUGANG),1.37154552599116,103.880619942257,HDB,75.7856,Moderate Accessibility,2,HOUGANG
Block 643 (PASIR RIS),1.37775639575708,103.937965154187,HDB,64.264,Poor Accessibility,3,PASIR RIS
Block 644 (HOUGANG),1.37143736463902,103.881261079192,HDB,78.6084,Moderate Accessibility,2,HOUGANG
Block 644 (PASIR RIS),1.37804306250452,103.937574532722,HDB,62.8631,Poor Accessibility,3,PASIR RIS
Block 645 (HOUGANG),1.37175994350777,103.88145598567,HDB,78.4846,Moderate Accessibility,2,HOUGANG
Block 645 (PASIR RIS),1.37841964903681,103.937790479995,HDB,62.308,Poor Accessibility,3,PASIR RIS
Block 645 (YISHUN),1.42190178136628,103.838605643566,HDB,109.2652,High Accessibility,1,YISHUN
Block 645A (YISHUN),1.42217797659502,103.83859814121,HDB,108.4555,High Accessibility,1,YISHUN
Block 646 (HOUGANG),1.37183988429908,103.880739516375,HDB,75.4799,Moderate Accessibility,2,HOUGANG
Block 646 (PASIR RIS),1.37808319671689,103.938173011726,HDB,63.8106,Poor Accessibility,3,PASIR RIS
Block 647 (HOUGANG),1.3719697597391,103.880384628129,HDB,74.2942,Moderate Accessibility,2,HOUGANG
Block 647 (PASIR RIS),1.37849109078196,103.939101687211,HDB,64.3153,Poor Accessibility,3,PASIR RIS
Block 648 (HOUGANG),1.37212621537163,103.87979354211,HDB,72.6195,Poor Accessibility,3,HOUGANG
Block 648 (PASIR RIS),1.37880739053832,103.938681928816,HDB,62.7915,Poor Accessibility,3,PASIR RIS
Block 649 (HOUGANG),1.37236618839121,103.880529303581,HDB,74.1392,Moderate Accessibility,2,HOUGANG
Block 649 (PASIR RIS),1.3784409324757,103.938311762284,HDB,63.1351,Poor Accessibility,3,PASIR RIS
Block 649A (PASIR RIS),1.37801515716593,103.938692922772,HDB,64.889,Poor Accessibility,3,PASIR RIS
Block 649B (PASIR RIS),1.37815536632402,103.938504598283,HDB,64.199,Poor Accessibility,3,PASIR RIS
Block 65 (NOVENA),1.3282038156885,103.857971481146,HDB,83.1521,Moderate Accessibility,2,NOVENA
Block 65 (MARINE PARADE),1.30340547617434,103.909734447292,HDB,167.8422,High Accessibility,1,MARINE PARADE
Block 65 (JURONG EAST),1.32196883899939,103.739225882156,HDB,63.2714,Poor Accessibility,3,JURONG EAST
Block 65 (JURONG WEST),1.33239786295385,103.722862309716,HDB,75.0193,Moderate Accessibility,2,JURONG WEST
Block 65A (MARINE PARADE),1.30291613927684,103.90985776946,HDB,162.3268,High Accessibility,1,MARINE PARADE
Block 650 (HOUGANG),1.37212724286355,103.881301012952,HDB,76.843,Moderate Accessibility,2,HOUGANG
Block 650 (PASIR RIS),1.37872763434432,103.938075328762,HDB,62.0114,Poor Accessibility,3,PASIR RIS
Block 650 (YISHUN),1.42289893948061,103.839085737837,HDB,108.3913,High Accessibility,1,YISHUN
Block 651 (HOUGANG),1.37253883062467,103.881113790573,HDB,75.3409,Moderate Accessibility,2,HOUGANG
Block 651 (PASIR RIS),1.37909887619243,103.938291307224,HDB,61.4136,Poor Accessibility,3,PASIR RIS
Block 651 (YISHUN),1.42336510076503,103.839103527645,HDB,110.4769,High Accessibility,1,YISHUN
Block 652 (HOUGANG),1.37240804310722,103.881598248704,HDB,77.1745,Moderate Accessibility,2,HOUGANG
Block 652 (YISHUN),1.42377923058461,103.840051834366,HDB,107.1345,High Accessibility,1,YISHUN
Block 653 (HOUGANG),1.37283189824523,103.881247259389,HDB,75.2275,Moderate Accessibility,2,HOUGANG
Block 653 (YISHUN),1.42307981422748,103.839666794518,HDB,106.8072,High Accessibility,1,YISHUN
Block 654 (HOUGANG),1.37273945323962,103.881759777908,HDB,76.809,Moderate Accessibility,2,HOUGANG
Block 654 (YISHUN),1.42305346445824,103.840410313172,HDB,105.8306,High Accessibility,1,YISHUN
Block 655 (HOUGANG),1.37304728126508,103.881935611166,HDB,76.5382,Moderate Accessibility,2,HOUGANG
Block 655 (YISHUN),1.4227963298673,103.839834894209,HDB,104.9739,High Accessibility,1,YISHUN
Block 656 (HOUGANG),1.37323571734193,103.881702287093,HDB,75.6684,Moderate Accessibility,2,HOUGANG
Block 656 (YISHUN),1.42241919611998,103.838959251848,HDB,106.6669,High Accessibility,1,YISHUN
Block 657 (HOUGANG),1.3738506167531,103.881881731396,HDB,75.0227,Moderate Accessibility,2,HOUGANG
Block 657 (YISHUN),1.42224077094874,103.839349033609,HDB,105.8712,High Accessibility,1,YISHUN
Block 658 (HOUGANG),1.3733793738112,103.882388337974,HDB,77.1702,Moderate Accessibility,2,HOUGANG
Block 658 (YISHUN),1.42189632203512,103.839487406775,HDB,106.4116,High Accessibility,1,YISHUN
Block 659 (HOUGANG),1.37327721367691,103.883206702378,HDB,80.9218,Moderate Accessibility,2,HOUGANG
Block 659 (YISHUN),1.42142183300841,103.83924942213,HDB,108.7258,High Accessibility,1,YISHUN
Block 66 (BEDOK),1.31849377884951,103.943872460454,HDB,66.3133,Poor Accessibility,3,BEDOK
Block 66 (MARINE PARADE),1.30393796924619,103.909735937973,HDB,170.9628,High Accessibility,1,MARINE PARADE
Block 66 (JURONG WEST),1.33205953058813,103.72291848832,HDB,73.7335,Moderate Accessibility,2,JURONG WEST
Block 660 (HOUGANG),1.37365360054461,103.882866926786,HDB,78.8316,Moderate Accessibility,2,HOUGANG
Block 660 (YISHUN),1.4216268803115,103.839704622322,HDB,106.4539,High Accessibility,1,YISHUN
Block 661 (HOUGANG),1.37402568701988,103.882804051972,HDB,77.986,Moderate Accessibility,2,HOUGANG
Block 661 (YISHUN),1.42201523201179,103.840714295544,HDB,106.4648,High Accessibility,1,YISHUN
Block 662 (HOUGANG),1.37444678138912,103.882549117884,HDB,76.2349,Moderate Accessibility,2,HOUGANG
Block 662 (YISHUN),1.42047273835843,103.840529915317,HDB,114.8476,High Accessibility,1,YISHUN
Block 663 (YISHUN),1.41988631262944,103.84005176953,HDB,116.5368,High Accessibility,1,YISHUN
Block 663A (YISHUN),1.42014040330851,103.839692516009,HDB,114.2518,High Accessibility,1,YISHUN
Block 664 (YISHUN),1.42019986585643,103.841074643136,HDB,116.7975,High Accessibility,1,YISHUN
Block 664A (YISHUN),1.42055266140114,103.841217156266,HDB,115.0602,High Accessibility,1,YISHUN
Block 665 (HOUGANG),1.37403985056586,103.884391131798,HDB,85.4532,Moderate Accessibility,2,HOUGANG
Block 665 (YISHUN),1.41978323945218,103.840574022602,HDB,118.2484,High Accessibility,1,YISHUN
Block 666 (HOUGANG),1.37381303540556,103.884933677615,HDB,88.6984,Moderate Accessibility,2,HOUGANG
Block 666 (YISHUN),1.41899847213282,103.840568002498,HDB,121.1273,High Accessibility,1,YISHUN
Block 666A (YISHUN),1.41940805219597,103.839993791322,HDB,118.1774,High Accessibility,1,YISHUN
Block 666B (YISHUN),1.41958289632756,103.839960695075,HDB,117.4598,High Accessibility,1,YISHUN
Block 667 (HOUGANG),1.37378501535751,103.883849096326,HDB,83.1656,Moderate Accessibility,2,HOUGANG
Block 668 (HOUGANG),1.37348033489981,103.883581147753,HDB,82.3571,Moderate Accessibility,2,HOUGANG
Block 669 (HOUGANG),1.37337022502161,103.884099363082,HDB,85.0438,Moderate Accessibility,2,HOUGANG
Block 67 (BEDOK),1.31897410282406,103.944076222052,HDB,66.8376,Poor Accessibility,3,BEDOK
Block 67 (MARINE PARADE),1.30445743674353,103.909602924396,HDB,175.8587,High Accessibility,1,MARINE PARADE
Block 670 (HOUGANG),1.37302689577235,103.884773194279,HDB,89.0408,Moderate Accessibility,2,HOUGANG
Block 671 (HOUGANG),1.37306392255757,103.883813492683,HDB,84.0969,Moderate Accessibility,2,HOUGANG
Block 671 (YISHUN),1.4191911631409,103.841581271297,HDB,120.6713,High Accessibility,1,YISHUN
Block 671A (YISHUN),1.41897568011422,103.842333395726,HDB,117.98,High Accessibility,1,YISHUN
Block 671B (YISHUN),1.41878341784758,103.842760847841,HDB,115.1724,High Accessibility,1,YISHUN
Block 672 (HOUGANG),1.37256827787331,103.884038208475,HDB,86.4079,Moderate Accessibility,2,HOUGANG
Block 672 (JURONG WEST),1.34398461386192,103.700647671509,HDB,121.169,High Accessibility,1,JURONG WEST
Block 672A (YISHUN),1.41875267193096,103.84138862703,HDB,122.5597,High Accessibility,1,YISHUN
Block 672B (YISHUN),1.41859080728129,103.841823925238,HDB,121.6141,High Accessibility,1,YISHUN
Block 672C (YISHUN),1.41836093867258,103.842650670571,HDB,115.6993,High Accessibility,1,YISHUN
Block 673 (HOUGANG),1.37251964481974,103.884830155492,HDB,90.0582,Moderate Accessibility,2,HOUGANG
Block 673 (JURONG WEST),1.34432717989994,103.700614461395,HDB,117.3747,High Accessibility,1,JURONG WEST
Block 673 (YISHUN),1.41967264727606,103.841716733969,HDB,118.5398,High Accessibility,1,YISHUN
Block 673A (JURONG WEST),1.34426518191339,103.701249463726,HDB,122.5018,High Accessibility,1,JURONG WEST
Block 673A (YISHUN),1.41999916145463,103.841999102785,HDB,116.536,High Accessibility,1,YISHUN
Block 673B (JURONG WEST),1.34439825029258,103.701663520064,HDB,123.8568,High Accessibility,1,JURONG WEST
Block 673B (YISHUN),1.42061127062467,103.842183264721,HDB,113.6161,High Accessibility,1,YISHUN
Block 673C (JURONG WEST),1.34471213524955,103.701313082539,HDB,117.8843,High Accessibility,1,JURONG WEST
Block 673C (YISHUN),1.42104894176938,103.842206525185,HDB,111.6877,High Accessibility,1,YISHUN
Block 673D (YISHUN),1.42029435105398,103.842052346837,HDB,115.233,High Accessibility,1,YISHUN
Block 674 (HOUGANG),1.37217287844953,103.884645831522,HDB,90.5685,Moderate Accessibility,2,HOUGANG
Block 674 (YISHUN),1.42013882092707,103.843103840166,HDB,111.575,High Accessibility,1,YISHUN
Block 674A (YISHUN),1.42064299685012,103.843114007721,HDB,110.3536,High Accessibility,1,YISHUN
Block 674B (JURONG WEST),1.34513373209401,103.702060183249,HDB,117.436,High Accessibility,1,JURONG WEST
Block 674B (YISHUN),1.42107254833692,103.843117058752,HDB,109.0991,High Accessibility,1,YISHUN
Block 674C (YISHUN),1.41974152228973,103.843223602134,HDB,111.5291,High Accessibility,1,YISHUN
Block 675 (HOUGANG),1.37188895307707,103.884363262145,HDB,90.4047,Moderate Accessibility,2,HOUGANG
Block 675 (JURONG WEST),1.34551384423098,103.703161506508,HDB,117.9361,High Accessibility,1,JURONG WEST
Block 675 (YISHUN),1.42006293748965,103.843561434577,HDB,109.1679,High Accessibility,1,YISHUN
Block 675A (JURONG WEST),1.34542576991263,103.703464632989,HDB,120.2982,High Accessibility,1,JURONG WEST
Block 675A (YISHUN),1.4194583236401,103.843091718209,HDB,112.6273,High Accessibility,1,YISHUN
Block 675B (JURONG WEST),1.34575308124211,103.703641775508,HDB,116.5346,High Accessibility,1,JURONG WEST
Block 675B (YISHUN),1.41899508499611,103.842949381197,HDB,113.8046,High Accessibility,1,YISHUN
Block 675C (YISHUN),1.41942806754236,103.84218131825,HDB,117.7842,High Accessibility,1,YISHUN
Block 675D (YISHUN),1.41973757505546,103.842703126999,HDB,114.4734,High Accessibility,1,YISHUN
Block 676 (HOUGANG),1.37153528573758,103.884223176926,HDB,91.1071,Moderate Accessibility,2,HOUGANG
Block 676 (JURONG WEST),1.34635766918079,103.704659107711,HDB,110.9796,High Accessibility,1,JURONG WEST
Block 676 (YISHUN),1.42162821040527,103.841811424736,HDB,109.3122,High Accessibility,1,YISHUN
Block 676A (JURONG WEST),1.3459571863087,103.704539086759,HDB,115.9856,High Accessibility,1,JURONG WEST
Block 676A (YISHUN),1.42145644490399,103.843466406951,HDB,106.6957,High Accessibility,1,YISHUN
Block 676B (JURONG WEST),1.34600218842428,103.70418922292,HDB,114.7231,High Accessibility,1,JURONG WEST
Block 676B (YISHUN),1.42153892892456,103.843053663171,HDB,107.7027,High Accessibility,1,YISHUN
Block 676C (YISHUN),1.42148523397244,103.842476387165,HDB,109.2459,High Accessibility,1,YISHUN
Block 677 (HOUGANG),1.37112901642432,103.8843188702,HDB,93.0779,High Accessibility,1,HOUGANG
Block 677 (YISHUN),1.42178370795118,103.843281087797,HDB,106.1882,High Accessibility,1,YISHUN
Block 677A (YISHUN),1.42197637237375,103.843316797548,HDB,105.3868,High Accessibility,1,YISHUN
Block 677B (YISHUN),1.42209927672128,103.842665789148,HDB,106.4191,High Accessibility,1,YISHUN
